city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
 الرياض,   حي عرقة ,شمال,275,5,7,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,75000
 الرياض,   حي العارض ,شرق,300,0,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,120000
 الرياض,   حي الملك عبدالله ,شمال,500,2,5,5,2,1,1,1,1,0,1,0,1,1,1,0,1,0,0,170000
 الرياض,   حي الربيع ,جنوب,405,3,3,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000
 الرياض,   حي الجنادرية ,3 شوارع,250,0,4,4,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,40000
 الرياض,   حي الملك عبدالله ,شرق,190,5,3,4,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,70000
 الرياض,   حي الوادي ,شرق,315,3,4,4,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,120000
 الرياض,   حي اشبيلية ,شرق,308,7,4,4,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,60000
 الرياض,   حي الملقا ,شرق,200,0,3,5,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,120000
 الرياض,   حي الرمال ,شرق,350,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,45000
 الرياض,   حي الرمال ,شمال,420,0,4,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
 الرياض,   حي الاسكان ,شمال غربي,400,5,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,30000
 الرياض,   حي طويق ,غرب,420,0,7,5,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,55000
 الرياض,   حي العارض ,جنوب,250,2,5,5,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,85000
 الرياض,   حي بدر ,جنوب,360,16,7,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,35000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي الرمال ,جنوب,368,0,3,4,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,36000
 الرياض,   حي النرجس ,شمال,300,5,3,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,85000
 الرياض,   حي المونسية ,شرق,200,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50000
 الرياض,   حي العارض ,شمال,365,0,4,4,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,75000
 الرياض,   حي الرمال ,جنوب غربي,360,0,5,2,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,150000
 الرياض,   حي الرمال ,شمال,300,3,4,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,43000
 الرياض,   حي النرجس ,شمال,300,4,5,5,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,100000
 الرياض,   حي المونسية ,شرق,420,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
 الرياض,   حي اليرموك ,شمال,400,15,5,5,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,65000
 الرياض,   حي الياسمين ,شرق,400,0,3,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,200000
 الرياض,   حي التعاون ,شمال,130,0,3,3,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,130000
 الرياض,   حي ظهرة لبن ,شرق,200,0,6,3,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,35000
 الرياض,   حي المونسية ,غرب,270,0,3,5,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,65000
 الرياض,   حي الشرق ,شرق,350,0,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000
 الرياض,   حي العزيزية ,شمال,315,8,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,50000
 الرياض,   حي الياسمين ,شمال,250,4,4,5,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,95000
 الرياض,   حي الشرق ,غرب,255,0,3,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,40000
 الرياض,   حي الخالدية ,شرق,500,20,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,70000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي الرفيعة ,شرق,400,6,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000
 الرياض,   حي القادسية ,جنوب غربي,375,0,5,4,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,50000
 الرياض,   حي الملك فهد ,جنوب,520,30,7,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,100000
 الرياض,   حي العارض ,شرق,315,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,1,75000
 الرياض,   حي العارض ,جنوب,375,4,7,5,5,1,1,1,1,0,1,0,0,1,0,0,1,0,1,105000
 الرياض,   حي الياسمين ,شمال,375,5,4,5,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,100000
 الرياض,   حي السليمانية ,غرب,300,5,5,5,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,90000
 الرياض,   حي الملز ,غرب,300,33,5,5,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,50000
 الرياض,   حي العريجاء الغربية ,جنوب شرقي,500,36,5,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,45000
 الرياض,   حي قرطبة ,شمال شرقي,400,0,5,5,2,1,0,0,0,0,1,1,0,1,1,1,1,0,0,85000
 الرياض,   حي الضباط ,جنوب,600,30,5,5,5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,75000
 الرياض,   حي حطين ,غرب,450,7,7,5,5,1,1,1,1,0,1,1,0,1,1,0,1,0,0,350000
 الرياض,   حي العريجاء ,شرق,312,15,5,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,60000
 الرياض,   حي العارض ,شمال,270,4,4,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,120000
 الرياض,   حي النفل ,جنوب,250,8,5,5,2,1,1,1,1,0,1,0,1,1,0,0,1,0,0,100000
 الرياض,   حي السليمانية ,شمال,300,10,3,3,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,80000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي العارض ,جنوب,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,75000
 الرياض,   حي ظهرة لبن ,شرق,200,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,0,34000
 الرياض,   حي الصفا ,شمال شرقي,500,35,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 الرياض,   حي الشهداء ,شمال,300,0,3,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,0,100000
 الرياض,   حي المؤتمرات ,شمال,450,0,4,5,4,1,1,1,1,0,1,0,1,1,1,0,1,0,0,175000
 الرياض,   حي الرمال ,شمال,312,0,4,4,2,1,1,0,1,1,0,1,0,1,0,0,1,0,0,45000
 الرياض,   حي المونسية ,جنوب,360,2,5,5,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,55000
 الرياض,   حي الصحافة ,شمال,375,5,5,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,0,135000
 الرياض,   حي الرمال ,شمال,400,2,5,5,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,55000
 الرياض,   حي العارض ,جنوب,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,85000
 الرياض,   حي الرمال ,شمال غربي,286,0,4,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,1,45000
 الرياض,   حي النهضة ,غرب,280,8,3,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,38000
 الرياض,   حي العليا ,شمال شرقي,355,5,1,5,4,1,1,1,1,0,1,1,0,1,0,1,1,0,0,95000
 الرياض,   حي عكاظ ,غرب,450,3,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,33000
 الرياض,   حي العارض ,شمال,260,5,5,5,2,1,1,0,0,0,1,1,0,1,0,1,1,0,0,110000
 الرياض,   حي القدس ,جنوب,1350,22,7,5,2,0,1,1,1,0,1,1,0,1,1,0,1,0,0,150000
 الرياض,   حي العليا ,شمال,300,8,4,4,2,1,1,1,1,0,1,1,0,1,0,1,0,0,0,70000
 الرياض,   حي الشفا ,جنوب غربي,170,10,2,3,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,20000
 الرياض,   حي بنبان ,شمال,635,0,4,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,35000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي النظيم ,غرب,400,0,5,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,40000
 الرياض,   حي الخزامى ,شمال,400,0,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,140000
 الرياض,   حي الدار البيضاء ,جنوب,312,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,50000
 الرياض,   حي الملقا ,جنوب,200,3,5,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,90000
 الرياض,   حي النرجس ,شرق,371,0,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,160000
 الرياض,   حي الرمال ,جنوب,300,0,3,3,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,48000
 الرياض,   حي ظهرة لبن ,شمال,450,2,6,5,2,1,1,0,1,0,1,1,1,1,0,0,1,0,1,200000
 الرياض,   حي طويق ,شمال,300,0,5,5,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,31000
 الرياض,   حي طويق ,شمال,300,0,5,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,31000
 الرياض,   حي الرمال ,شمال,280,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
 الرياض,   حي الرمال ,جنوب غربي,250,0,7,5,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,40000
 الرياض,   حي العارض ,شمال,450,0,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,1,75000
 الرياض,   حي ظهرة لبن ,شمال,300,0,4,5,2,1,1,0,0,0,0,0,1,1,0,1,1,0,1,60000
 الرياض,   حي عكاظ ,جنوب,250,2,7,5,4,0,1,0,1,0,1,0,0,0,0,1,1,0,1,45000
 الرياض,   حي الرمال ,شرق,350,0,4,5,2,1,1,0,1,0,1,1,0,0,1,1,1,0,0,40000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي السليمانية ,شرق,640,35,5,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,200000
 الرياض,   حي العارض ,شرق,375,4,4,4,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,110000
 الرياض,   حي العارض ,جنوب,320,0,4,5,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,85000
 الرياض,   حي الملز ,جنوب شرقي,1250,25,5,5,5,1,1,1,1,0,0,1,0,1,0,0,0,0,0,150000
 الرياض,   حي العارض ,شمال,260,5,5,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,120000
 الرياض,   حي الصحافة ,غرب,320,4,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
 الرياض,   حي حطين ,جنوب غربي,786,10,5,5,3,1,1,1,1,0,1,1,1,1,0,0,0,0,1,650000
 الرياض,   حي العارض ,شمال,308,0,4,5,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,90000
 الرياض,   حي الملك عبدالله ,شرق,185,5,3,4,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,95000
 الرياض,   حي القدس ,شمال,450,16,4,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,45000
 الرياض,   حي الياسمين ,جنوب,450,3,7,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000
 الرياض,   حي الرمال ,شمال,300,0,4,3,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,40000
 الرياض,   حي ام الحمام الغربي ,4 شوارع,165,30,5,4,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,75000
 الرياض,   حي النموذجية ,جنوب,700,30,7,5,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,120000
 الرياض,   حي الصحافة ,شمال,396,3,4,4,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,175000
 الرياض,   حي السويدي الغربي ,غرب,400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000
 الرياض,   حي الملز ,شمال,300,15,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
 الرياض,   حي القيروان ,شمال شرقي,400,0,4,5,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,140000
 الرياض,   حي الحزم ,غرب,325,6,4,3,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,450000
 الرياض,   حي غبيرة ,شرق,450,32,7,5,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,50000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي سلطانة ,شمال,700,20,7,4,4,1,0,1,1,0,1,1,0,1,0,0,0,0,0,55000
 الرياض,   حي السليمانية ,جنوب,220,6,4,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000
 الرياض,   حي العليا ,شرق,600,30,5,5,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,100000
 الرياض,   حي الرمال ,غرب,300,0,4,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,550000
 الرياض,   حي الملقا ,غرب,480,0,4,5,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,200000
 الرياض,   حي النرجس ,شمال,300,0,3,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
 الرياض,   حي الوزارات ,3 شوارع,300,0,7,5,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,150000
 الرياض,   حي الرمال ,جنوب,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
 الرياض,   حي الصحافة ,شمال,390,15,3,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,95000
 الرياض,   حي العارض ,غرب,499,0,7,5,4,1,1,1,1,0,0,1,0,1,0,0,1,0,0,150000
 الرياض,   حي الصحافة ,شمال,390,15,4,4,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000
 الرياض,   حي طويق ,جنوب شرقي,200,2,5,5,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,3000
 الرياض,   حي طويق ,شمال,360,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,35000
 الرياض,   حي العارض ,شمال,290,0,5,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,125000
 الرياض,   حي الربيع ,شمال,370,6,6,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,140000
 الرياض,   حي الرائد ,جنوب,340,8,5,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,90000
 الرياض,   حي الرمال ,جنوب,250,0,5,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,40000
 الرياض,   حي السويدي الغربي ,غرب,400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي النرجس ,شمال,300,3,3,5,3,1,1,1,0,0,1,0,0,1,0,1,1,0,0,85000
 الرياض,   حي الرمال ,غرب,300,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
 الرياض,   حي الرمال ,شمال,300,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
 الرياض,   حي العارض ,غرب,372,2,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,75000
 الرياض,   حي النفل ,غرب,500,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,160000
 الرياض,   حي الربيع ,جنوب,405,3,3,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,115000
 الرياض,   حي الرمال ,شمال,390,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,4000
 الرياض,   حي ظهرة لبن ,شرق,350,0,5,5,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,70000
 الرياض,   حي الرمال ,شرق,320,0,4,5,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
 الرياض,   حي الصحافة ,شمال,396,3,4,4,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,160000
 الرياض,   حي العارض ,شمال,400,2,5,5,2,1,1,0,0,0,1,1,0,1,0,0,1,0,1,80000
 الرياض,   حي الرمال ,شمال شرقي,350,0,5,5,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,60000
 الرياض,   حي الرمال ,شمال غربي,280,0,3,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,40000
 الرياض,   حي العليا ,جنوب,500,22,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,80000
 الرياض,   حي السليمانية ,شمال,300,28,6,5,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,95000
 الرياض,   حي الياسمين ,شرق,375,3,5,5,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,95000
 الرياض,   حي الملز ,شمال,462,10,5,5,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,140000
 الرياض,   حي ظهرة لبن ,جنوب,450,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40000
 الرياض,   حي الرمال ,شرق,330,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50000
 الرياض,   حي القادسية ,شمال,384,0,5,5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي العارض ,شمال,200,5,5,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,1,110000
 الرياض,   حي الصحافة ,غرب,375,2,5,5,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000
 الرياض,   حي العارض ,شمال,200,5,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,110000
 الرياض,   حي العقيق ,شمال,480,5,5,5,3,1,1,1,1,0,1,0,0,1,0,0,1,0,0,180000
 الرياض,   حي العارض ,غرب,330,0,5,5,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,75000
 الرياض,   حي المونسية ,جنوب,530,7,7,4,2,0,1,1,1,0,0,1,0,1,0,0,0,0,1,45000
 الرياض,   حي اليرموك ,شمال,300,9,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
 الرياض,   حي الملقا ,شرق,200,0,3,5,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,120000
 الرياض,   حي العليا ,شمال,300,3,5,5,3,1,0,1,1,0,1,1,0,1,0,0,1,1,0,100000
 الرياض,   حي العارض ,شمال,250,0,3,2,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,85000
 الرياض,   حي الياسمين ,جنوب,300,4,4,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,85000
 الرياض,   حي الحزم ,شمال,320,2,6,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,30000
 الرياض,   حي العارض ,شمال شرقي,375,0,5,5,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,90000
 الرياض,   حي الندى ,شمال,260,9,5,5,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,120000
 الرياض,   حي الملقا ,جنوب,353,3,4,3,2,1,1,0,1,1,1,0,1,0,0,0,1,0,0,140000
 الرياض,   حي الملقا ,شمال,606,0,4,4,2,0,1,1,1,0,1,0,1,1,1,0,1,1,0,450000
 الرياض,   حي النرجس ,شمال,220,2,3,3,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,143000
 الرياض,   حي الملك عبدالله ,شرق,200,0,4,4,3,1,1,0,1,1,1,1,1,1,0,0,1,0,0,95000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي الملك عبدالله ,شرق,200,0,4,4,3,1,1,0,1,1,1,1,1,1,0,0,1,0,0,95000
 الرياض,   حي الرائد ,غرب,750,10,5,5,2,1,1,0,1,0,1,1,1,1,0,0,1,0,0,250000
 الرياض,   حي العارض ,شمال,270,3,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
 الرياض,   حي الملك عبدالله ,شرق,200,0,3,4,3,1,1,0,1,1,1,1,1,1,1,0,1,0,0,95000
 الرياض,   حي التعاون ,جنوب شرقي,250,0,4,5,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,130000
 الرياض,   حي الخزامى ,جنوب,250,15,2,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,100000
 الرياض,   حي العزيزية ,جنوب غربي,800,20,5,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,1,80000
 الرياض,   حي المدينة الصناعية الجديدة ,شمال غربي,800,20,5,5,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,100000
 الرياض,   حي النزهة ,غرب,730,10,5,5,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0,350000
 الرياض,   حي الخزامى ,جنوب,400,0,5,5,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,330000
 الرياض,   حي الملقا ,شمال,270,2,3,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,140000
 الرياض,   حي الملقا ,شمال,270,3,3,3,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,140000
 الرياض,   حي الملقا ,شمال,270,2,3,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,140000
 الرياض,   حي بدر ,غرب,300,0,3,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,30000
 الرياض,   حي الندى ,شمال شرقي,950,7,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,350000
 الرياض,   حي النهضة ,شرق,300,15,5,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50000
 الرياض,   حي العارض ,شرق,375,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,100000
 الرياض,   حي طويق ,شرق,215,2,5,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,90000
 الرياض,   حي العارض ,شرق,375,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,100000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي المونسية ,شمال,300,0,4,5,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,80000
 الرياض,   حي الحمراء ,غرب,420,10,4,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,130000
 الرياض,   حي الصحافة ,غرب,320,0,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000
 الرياض,   حي ديراب ,جنوب,312,35,5,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2000
 الرياض,   حي عكاظ ,جنوب,200,0,4,4,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,33000
 الرياض,   حي الصحافة ,شرق,350,6,3,5,2,1,1,1,1,1,1,0,1,1,0,1,1,0,0,135000
 الرياض,   حي العزيزية ,شمال,300,5,5,5,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,50000
 الرياض,   حي الحمراء ,شمال,600,0,5,4,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,270000
 الرياض,   حي الخليج ,شمال,625,4,5,5,3,1,1,0,1,1,1,1,0,1,0,0,1,0,0,120000
 الرياض,   حي النسيم الغربي ,غرب,450,0,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
 الرياض,   حي العليا ,شمال,250,0,1,2,3,1,0,1,1,0,1,1,1,1,0,0,1,0,0,75000
 الرياض,   حي الفيحاء ,شمال شرقي,575,21,5,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,65000
 الرياض,   حي الفيحاء ,شرق,600,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,85000
 الرياض,   حي المونسية ,جنوب,400,10,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70000
 الرياض,   حي الرمال ,شمال,300,2,5,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,45000
 الرياض,   حي المهدية ,جنوب,375,3,3,4,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,45000
 الرياض,   حي المونسية ,جنوب,265,10,5,5,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,80000
 الرياض,   حي العارض ,شرق,280,0,6,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,70000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي الواحة ,جنوب,500,10,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,250000
 الرياض,   حي الشرق ,جنوب,300,0,5,3,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,38000
 الرياض,   حي الشرق ,جنوب,375,0,4,2,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,38000
 الرياض,   حي طويق ,شمال شرقي,420,4,5,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,45000
 الرياض,   حي العارض ,شرق,375,3,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,140000
 الرياض,   حي الخزامى ,شمال,330,10,4,5,3,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000
 الرياض,   حي قرطبة ,جنوب,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,0,0,1,130000
 الرياض,   حي الربيع ,شرق,300,9,4,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,60000
 الرياض,   حي قرطبة ,جنوب,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,1,130000
 الرياض,   حي الحمراء ,شمال,618,7,5,5,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,150000
 الرياض,   حي الورود ,جنوب,400,21,4,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000
 الرياض,   حي القادسية ,غرب,375,0,6,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,80000
 الرياض,   حي الملك عبدالله ,جنوب,300,13,4,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,80000
 الرياض,   حي الروضة ,غرب,2000,18,4,4,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,300000
 الرياض,   حي المهدية ,جنوب,370,0,5,5,3,1,1,1,1,0,0,0,0,1,0,1,1,0,1,70000
 الرياض,   حي عرقة ,شرق,240,14,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,40000
 الرياض,   حي العليا ,جنوب,600,10,5,5,2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,110000
 الرياض,   حي الملز ,شرق,700,30,7,4,4,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 الرياض,   حي الملك فيصل ,شرق,450,5,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,60000
 الرياض,   حي القيروان ,غرب,320,0,4,3,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,140000
